timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446358.1958704,CREATED,fce33532-ed4c-4833-8943-fec5c898b5ca,3bbca0b5-224c-4bd8-931e-47478e7456da,c5,c4,27,?,?,surb={'id': '1fdc67cd-52b2-49d1-8f54-aacf3ee81757', 'route': ['p1', 'e7', 'i4', 'x5', 'p2', 'c5']}
1769446358.2740061,RECEIVED,cb61b734-8b30-4a50-a1dd-62ba663d5ecf,fc183eb5-ccb0-4411-afd5-0c1b2748f9d3,c1,c5,27,p2,?,surb={'id': 'a0e288aa-5e27-4433-bb25-00b5f18e5769', 'route': ['p2', 'e2', 'i8', 'x1', 'p1', 'c1']}
1769446358.3087747,SENT,bf72716a-4152-4a57-94d7-c5bb229e634e,403de3a3-0cfd-4a8d-b43d-8e7c9fd53398,c5,c4,3372,?,p2,
1769446358.3089309,CREATED,7651a14f-4201-4a69-b6f7-2ebab84820c1,7dc37328-c0fc-4558-aa0d-5a9bb1c2210b,c5,c4,27,?,?,surb={'id': '617a87a0-1369-4e96-b1aa-5d8f0086bac2', 'route': ['p1', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769446358.3883805,RECEIVED,2253501f-491b-4a45-879e-64fe608d26f4,3344e724-6297-45a7-b0d9-61fd737e3c8d,c4,c5,27,p2,?,surb={'id': 'b4073985-482c-4af2-a3d9-5b61dd9278d7', 'route': ['p2', 'e2', 'i6', 'x4', 'p1', 'c4']}
1769446358.5284624,RECEIVED,6a2d525e-f723-4a2f-b9b7-383e1b3b64a2,138fb7c9-2f54-407a-8e0a-995cc473b0eb,c4,c5,27,p2,?,surb={'id': '2493e9b1-ee78-423c-8ee0-101961d489c2', 'route': ['p2', 'e10', 'i3', 'x11', 'p1', 'c4']}
1769446358.5423677,RECEIVED,90808f3b-1ff7-4ee7-bd0a-049135c4df11,96ba10b1-c33a-4b30-8bda-fbc9436a8b45,c4,c5,27,p2,?,surb={'id': '881d1d84-c34a-4e14-a03c-23d6129224cc', 'route': ['p2', 'e4', 'i4', 'x8', 'p1', 'c4']}
1769446358.6633155,SENT,d312b5ff-b8b1-4c30-9f33-38c2c909e316,cd6e779c-0bcc-4833-8438-3e0038c2ccce,c5,c4,3380,?,p2,
1769446358.663463,CREATED,d9296042-b695-4d84-bae2-e23cc1e6c974,f5e68dc7-3d44-44b7-b16c-0c957844f38a,c5,c4,25,?,?,surb={'id': 'd680449a-a70f-4c0e-abc8-c7c3fc95a5ec', 'route': ['p1', 'e1', 'i5', 'x2', 'p2', 'c5']}
1769446358.7666168,SENT,5a80e2c6-4a15-48a4-9ceb-ec3f98e2d7d6,26a4dc4b-0f84-4607-8e79-33b76a72c3fe,c5,DROP,2019,?,p2,
1769446358.766748,CREATED,76754890-ce22-497b-8a47-cc686aab4897,3533ccc9-e0eb-4600-9e3e-f664ca81caf5,c5,DROP,26,?,?,
1769446358.8326595,SENT,e6cb5d30-8fc4-4238-b309-702574cf881e,421ead51-711c-47e7-99d8-de8ee9177061,c5,DROP,2015,?,p2,
1769446358.832795,CREATED,2e7194aa-7fe6-4195-a0f8-4385e90514a7,447a7d1d-1403-41f5-854d-15ffaee24e9b,c5,DROP,27,?,?,
1769446358.8435993,SENT,2024d5cd-f485-4d58-99d6-3ddf2bb2fd65,a419fd19-6fb9-421d-a828-ead1cbd6e3f5,c5,DROP,2014,?,p2,
1769446358.8436677,CREATED,50ed5380-a5ae-4da9-8f34-3c21b3bb9d91,816770ec-1ea3-44f0-8d06-45b0ecd2d75d,c5,DROP,27,?,?,
1769446358.9131532,RECEIVED,b9a461fd-d459-48b4-8e40-6774171d2c49,f4e3e6ac-77bb-4b04-95c6-c30556cbb1c4,c4,c5,27,p2,?,surb={'id': '1f625c0d-2d40-4771-92ae-65c3302039f3', 'route': ['p2', 'e4', 'i11', 'x2', 'p1', 'c4']}
1769446358.9479184,RECEIVED,99532b08-02c7-4147-9fd1-01c57db9f475,cd0d0e98-456b-4662-a795-ac063551f5dc,c4,c5,26,p2,?,surb={'id': '033f5ce5-eec1-48b9-be60-be3a33990060', 'route': ['p2', 'e10', 'i11', 'x7', 'p1', 'c4']}
1769446359.0445035,SENT,d026d45e-1021-4b2b-b80c-8fe8235d802f,97fb1e98-e2a3-4cb5-9cce-61640ad77b4d,c5,DROP,2028,?,p2,
1769446359.044609,CREATED,0643c459-5b57-47a1-8201-6e288e817f96,7aaf3ba1-76ef-41b3-a07e-30cf739f3253,c5,DROP,26,?,?,
1769446359.0527484,SENT,734a0b07-9827-4b1c-8a01-8ba76e3b4437,e43a570d-065b-4234-9983-10e80c303e4b,c5,DROP,2016,?,p2,
1769446359.0528533,CREATED,d2492a46-334e-4e8c-b9fa-81cf0505f130,f9b1aaaf-2d60-4a5d-b4af-552b08c49901,c5,DROP,27,?,?,
1769446359.055979,RECEIVED,f60b02e6-424a-4b14-8366-d4323885cb40,9a35c55c-4320-4661-917c-041f48ce05ae,c1,c5,27,p2,?,surb={'id': '64c1ed0f-1f47-4a09-a74a-c4c9298a6694', 'route': ['p2', 'e3', 'i7', 'x3', 'p1', 'c1']}
1769446359.2108603,SENT,00d7c747-4644-4a27-a63e-5590400a66b8,daf7b2dd-cae8-4b62-af0d-7597823d122d,c5,DROP,2019,?,p2,
1769446359.210984,CREATED,b432f86c-a583-4f2b-8f13-00926eab4c05,5cf3beee-c21a-480d-9e08-7b6d240f8e9e,c5,DROP,27,?,?,
1769446359.4866538,RECEIVED,9cd12c46-0ccb-4fcc-968d-ba925c0abbf6,9e530faf-2135-4fcf-a84f-6c3a4ceb6aab,c4,c5,27,p2,?,surb={'id': '5be9d5ba-8732-44d5-8feb-12dbb6d739d7', 'route': ['p2', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769446359.5705802,RECEIVED,44f1540a-26e1-49f8-81be-d273517565aa,646f3fb8-061c-42b6-a69d-f3ada32d3a16,c1,c5,26,p2,?,surb={'id': '75965a75-3f92-4eb8-8067-afc9a254d525', 'route': ['p2', 'e5', 'i9', 'x1', 'p1', 'c1']}
1769446359.6343386,RECEIVED,ff2e5ab8-cc0b-4cc0-82ba-c9c828a5f687,039b89b5-fb47-49c2-95b3-8e1c87aa55ad,c4,c5,27,p2,?,surb={'id': '4a7ae9f9-16a6-4ec6-939c-3bb70fbf3100', 'route': ['p2', 'e9', 'i1', 'x7', 'p1', 'c4']}
1769446359.6659079,RECEIVED,ecc26366-8551-43fe-b823-4f8c142513e9,08edc2fe-169f-4e32-88f9-22fc7790bddf,c4,c5,27,p2,?,surb={'id': '86e0aa9b-5b9b-4923-a288-2234b5fa5118', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c4']}
1769446359.6844833,SENT,d51fd810-d556-430f-8625-2af7c4c5df83,3598866e-2d16-4448-8cc4-2809ce7ae2e8,c5,c4,3409,?,p2,
1769446359.6846201,CREATED,300f6210-17be-4195-a5aa-c8d6d9ea0445,90a6ca8d-094e-4f42-acda-316dc5a9fb8c,c5,c4,27,?,?,surb={'id': '8a5f9965-3a67-46ee-9152-1ee931ccdfef', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769446359.761186,SENT,9bdd5b24-9b73-4916-b6b8-a4699f24dc7d,aff8632c-02bd-4d50-ba18-d2ed2c383648,c5,c4,3364,?,p2,
1769446359.7613065,CREATED,ed72ff41-7113-44bb-996b-20da8909f54f,d3972277-9f29-412f-8656-5d7688cf442a,c5,c4,27,?,?,surb={'id': '8419fc7e-7f7f-4332-a16f-dc19e723986b', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769446360.0028682,RECEIVED,f6acd27b-246b-4555-bbe5-ae0b9099299d,be5ba004-f9e6-408e-b9dd-0d1112a5339e,c4,c5,27,p2,?,surb={'id': '42e2a960-82ce-4f70-87b2-dbccd117250d', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769446360.0885875,SENT,da570ce3-c272-4728-a322-837c8ae2b95b,a02396a8-8b97-4979-8173-25709750c849,c5,c4,3379,?,p2,
1769446360.08874,CREATED,33c76d46-a485-4150-8134-0ebd1610ca7f,835a801d-d73e-4795-a84c-e9dd9e40b9e7,c5,c4,27,?,?,surb={'id': 'bb856086-71ef-4e89-a60f-d2d05c6d409d', 'route': ['p1', 'e8', 'i11', 'x1', 'p2', 'c5']}
1769446360.1236577,RECEIVED,dc139a2f-2d0b-44e7-8ced-00e48aae6a7a,243467a4-439f-4ccf-a1fd-a6850bb68895,c4,c5,27,p2,?,surb={'id': 'c8207b93-4b9e-4e57-b0bc-bbee8d1bd04d', 'route': ['p2', 'e1', 'i9', 'x1', 'p1', 'c4']}
1769446360.218995,RECEIVED,ecd3ee05-a6fe-4efc-bacf-e9916793eb53,91c9d9a9-8b51-493f-8eaf-59784b3f4f14,c1,c5,27,p2,?,surb={'id': 'e9abc9e2-ed1e-403c-84c5-aa4f630da5ac', 'route': ['p2', 'e1', 'i1', 'x9', 'p1', 'c1']}
1769446360.3951485,RECEIVED,677ecf96-2b85-40d0-947f-d0ccf7da46fa,e0392102-a607-41a9-a4f9-294acc100a3e,c4,c5,27,p2,?,surb={'id': 'dc978139-d556-4f5e-a81e-7df81889c004', 'route': ['p2', 'e3', 'i1', 'x3', 'p1', 'c4']}
1769446360.548507,SENT,8c821bfa-2983-4c83-a0a6-1e828359a12a,8eba1ac8-7e26-46b6-bd0e-eb127ef19bf8,c5,c4,3392,?,p2,
1769446360.5486395,CREATED,46cd0e41-a325-4022-ac70-92c14f567a29,74476900-0336-4484-a1b0-6bfa2380604c,c5,c4,27,?,?,surb={'id': 'd540623e-fc12-4d54-95c2-0bd7ba414c41', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c5']}
1769446360.6234465,SENT,416c317c-a27e-4752-9240-82c897aa86cb,a6107f68-55b7-4b25-86cc-a37cc0ff8ad0,c5,c4,3395,?,p2,
1769446360.6235797,CREATED,51138866-943e-4051-98c4-c6a4f4b6becd,db44841f-8612-4c2e-8e72-e983e010b6a3,c5,c4,27,?,?,surb={'id': 'a29d32f0-1b58-4131-9db7-3a2a0128a1a1', 'route': ['p1', 'e3', 'i4', 'x10', 'p2', 'c5']}
1769446360.8003805,RECEIVED,67afd155-1de1-4a8c-b904-501a00f3229e,76ea36c9-9a73-47a7-9eed-e03864541af2,c1,c5,26,p2,?,surb={'id': 'dbd14f81-d7dc-4869-8df3-d5f77d91830a', 'route': ['p2', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769446360.938576,SENT,d9d183f8-f86a-439d-b83d-6f425a347160,07e98a75-3b2f-4899-b5aa-72fe8c53b3a6,c5,DROP,2039,?,p2,
1769446360.9386978,CREATED,460386b9-244b-4f5d-be4b-c0f6fdccb9c4,3942541e-e288-4eb0-92c0-53a36741736c,c5,DROP,27,?,?,
1769446360.9546494,RECEIVED,05bf976d-8ed4-41b2-85c7-b38d9b0a5bf1,e780dfdd-6c27-4839-93f7-291864ed9199,c1,c5,27,p2,?,surb={'id': 'dd2c6813-03e4-470e-94b5-81e19b10d4ef', 'route': ['p2', 'e2', 'i3', 'x1', 'p1', 'c1']}
1769446361.1626663,SENT,b8aa5349-74e1-4d9a-8838-9c3f6c57865d,531e6ce5-03a6-4db6-b349-a6f68027d100,c5,DROP,2011,?,p2,
1769446361.1629727,CREATED,0bd82a18-bebb-4ce8-b81b-e5ef414a9ad7,493b765f-834f-421a-8ced-72d9ba51de46,c5,DROP,26,?,?,
1769446361.2604315,RECEIVED,3e2634e8-7d12-41ee-811e-8d1ef19ab4f8,83ea3bd7-7ae9-4732-9411-1645bf205aad,c1,c5,27,p2,?,surb={'id': '876af45e-379e-41b0-9253-607d53571238', 'route': ['p2', 'e9', 'i12', 'x1', 'p1', 'c1']}
1769446361.2879045,RECEIVED,c3e2671d-f52f-4ad0-9f46-8734d779fa23,ce452fba-7275-42eb-8602-0dd841e5feeb,c1,c5,25,p2,?,surb={'id': 'e59ce4c2-910b-4856-9f8f-0a44a3ad406f', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c1']}
1769446361.3674724,RECEIVED,a26eebe2-eb22-4d66-bd46-82755c58ebd2,b6095b5e-d3a5-4aee-a6e0-486a9b02f40f,c4,c5,27,p2,?,surb={'id': '69ee6763-e3a3-4a86-a57e-cd68c066ddb2', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769446361.760746,RECEIVED,7b67b9aa-d0a6-4cee-93f2-c397a5ae5f95,59d22570-26d6-4f2a-b96c-d358bad9314f,c1,c5,26,p2,?,surb={'id': '10205fc5-1b88-4d4b-b14a-6b641265c2ca', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769446361.7747667,RECEIVED,eaf75604-4dd8-410b-90c3-e5efd30f868e,d6aee8d5-a15a-4bda-a95d-ae18ad62b864,c4,c5,27,p2,?,surb={'id': '4b1e0536-d1c4-4395-8332-1c46bb9ca923', 'route': ['p2', 'e7', 'i2', 'x8', 'p1', 'c4']}
1769446361.9317234,RECEIVED,550482c9-e266-4dcd-bee4-6afe442006bb,d2cb42c8-6f4b-49f3-a668-a3f1d571bb9d,c4,c5,26,p2,?,surb={'id': 'e0557dcf-dd69-4e95-8dad-a6b084af6a19', 'route': ['p2', 'e5', 'i4', 'x3', 'p1', 'c4']}
1769446362.0434813,RECEIVED,b16e2fdc-b28d-4c4f-9734-44d14c41af3a,3af734f7-ee11-49e9-8f81-3e0148d8d3e5,c4,c5,27,p2,?,surb={'id': 'a09a908a-605e-48c3-a953-eb48de8720e1', 'route': ['p2', 'e11', 'i8', 'x3', 'p1', 'c4']}
1769446362.0506566,SENT,badaffad-6857-4f35-ae70-d729ee986df8,c8627570-ef2c-4882-ae50-675ae65b9e3c,c5,c4,3397,?,p2,
1769446362.0508285,CREATED,ee561ca9-ba10-498a-8adc-56a44dfd4de6,a985c7d9-e5cb-4aa1-a4d3-631b3ed559f7,c5,c4,27,?,?,surb={'id': 'd9028581-72fb-4d4c-be2c-0e12669c29d5', 'route': ['p1', 'e11', 'i3', 'x11', 'p2', 'c5']}
1769446362.3574789,RECEIVED,52b72f3f-e6a4-4541-8ec6-f09268dd9385,aa93fa94-d8a2-423b-8b29-298109cf2c0d,c4,c5,27,p2,?,surb={'id': 'c1bc1c4c-219c-47aa-8b79-8d5a8abd0977', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769446362.4539766,RECEIVED,a3669459-bdcd-4dd5-8d9d-00a73f5a8cca,29dc8b5e-a405-4ae9-afb2-32d09ec0405b,c4,c5,26,p2,?,surb={'id': '90e8b26c-2a28-4831-9886-87b75bd86694', 'route': ['p2', 'e5', 'i4', 'x10', 'p1', 'c4']}
1769446362.668939,RECEIVED,640c93ef-c966-4ddf-9f93-169e7d531144,37edf637-4060-41f6-bb0a-907881e0dbe0,c1,c5,27,p2,?,surb={'id': 'f0ed538b-e57f-4a65-917f-8cca2f68080c', 'route': ['p2', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769446362.7567022,RECEIVED,679f5c96-96da-4bea-9b90-99f901c5a870,e7728435-f312-449b-a6a6-26d438eae053,c4,c5,26,p2,?,surb={'id': '046b7fa5-ef1a-4e6e-8c11-6759af76377f', 'route': ['p2', 'e11', 'i9', 'x7', 'p1', 'c4']}
1769446363.032118,SENT,dbbf39e8-9ced-4044-be66-f7f159feb333,8d251be8-0a51-4cf9-9da6-960b4062c766,c5,c4,3395,?,p2,
1769446363.032283,CREATED,8e886357-a527-497f-947e-6a951affa240,3717fc42-68d2-47e9-93c1-1272959833fa,c5,c4,27,?,?,surb={'id': '1686cc67-840c-4974-a947-56cc32056088', 'route': ['p1', 'e5', 'i11', 'x3', 'p2', 'c5']}
1769446363.237562,RECEIVED,cae67b7c-839d-49c1-87c0-744b77bd2270,26ce2112-f75b-409c-98f7-6a5dfcceb430,c1,c5,27,p2,?,surb={'id': 'bf1ee53a-9f77-4566-a29a-a93055eeaa24', 'route': ['p2', 'e7', 'i8', 'x6', 'p1', 'c1']}
1769446363.3116257,SENT,c8668266-ba89-48d6-8d1c-38c70c71665f,67dffa2a-86db-4117-8ae7-321c823e4ba0,c5,c4,3392,?,p2,
1769446363.3117874,CREATED,aacb1988-a4be-429d-bd74-547b0cbaeaf4,673f2f8c-1a3e-49e5-9463-0e721a12bd11,c5,c4,27,?,?,surb={'id': 'fa73c0b1-36f1-4a6f-ad41-12fbae59813f', 'route': ['p1', 'e4', 'i7', 'x1', 'p2', 'c5']}
1769446363.4647934,RECEIVED,9e1087f4-ba3f-48b9-8ba6-3f1b25d29627,ed2a1236-d15c-4cf1-b3d5-21eadd6b6fc2,c4,c5,27,p2,?,surb={'id': '78701c40-fb8f-4ce7-9390-3b2e01dc714f', 'route': ['p2', 'e12', 'i11', 'x4', 'p1', 'c4']}
1769446363.6906836,RECEIVED,7165ce10-868c-448b-8135-b8474f8d626d,4a009a47-185f-4431-9099-cde2b630ca7b,c1,c5,27,p2,?,surb={'id': '39559a97-0b6f-4b41-9da2-867ad6625f6b', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769446363.7287188,RECEIVED,d74febf1-2d61-46f9-afbf-2e67173f66f8,4df09e5d-3171-4417-ba50-5940de9c7d15,c4,c5,26,p2,?,surb={'id': '3313a365-9c49-4ee0-9569-0061e9320050', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c4']}
1769446363.9737365,SENT,585fe8ee-9437-433a-a945-848cfaab7485,ee934082-e75f-46bc-a27e-ff4c0f713b7a,c5,c4,3385,?,p2,
1769446363.9738848,CREATED,c8f8e8d7-e21c-4205-9b36-b239c73823cf,e49dbaee-0dc7-465c-9fdb-bc1f2b1524c6,c5,c4,26,?,?,surb={'id': '5ea87934-3925-4161-b7d0-b9a64686b53a', 'route': ['p1', 'e2', 'i1', 'x4', 'p2', 'c5']}
1769446364.1101475,RECEIVED,2d505dd5-0989-4a1a-8a4f-3178d94dc2ee,b38e4cf5-629f-461a-b391-d373d1bde2b1,c4,c5,27,p2,?,surb={'id': '51b56e1c-8473-48e3-be03-d177a7b7b4d2', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c4']}
1769446364.1324217,RECEIVED,b9c771ae-c685-4c32-8f7e-0179a1b884f0,c9e9288f-bceb-4f11-820b-97aca3759bcd,c4,c5,27,p2,?,surb={'id': '961fcc70-f2e5-4ff6-9b40-24e71e4689da', 'route': ['p2', 'e10', 'i6', 'x10', 'p1', 'c4']}
1769446364.135212,SENT,3a31390a-8d6a-4e6b-b8a0-48548ecb0fce,21b27cf0-ac9b-483b-a9b8-c29c1f9744e0,c5,c4,3379,?,p2,
1769446364.135355,CREATED,5262379a-799b-4284-aa9f-e61b23960c50,bbdf2142-ef4a-4969-aec7-16287517c806,c5,c4,27,?,?,surb={'id': 'c31903c7-8747-4b03-9692-141b6fea05e8', 'route': ['p1', 'e7', 'i5', 'x5', 'p2', 'c5']}
1769446364.5240765,SENT,4ff72a9d-f154-4433-bfae-679271508f22,498eeea9-8602-4ba8-a111-133d3df65c06,c5,c4,3376,?,p2,
1769446364.5242271,CREATED,64469c02-a965-4419-a366-eb95b4c3867d,1f5457ec-a4e2-4349-a74e-e430b19bfa00,c5,c4,27,?,?,surb={'id': '0fdc0394-7c77-48f4-b4ff-ae2e096fe3f7', 'route': ['p1', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769446364.5479107,RECEIVED,89521d01-4740-4a03-b2fc-35b3e6fe0ce3,12de225d-08d1-44c4-8582-e0d987e814ed,c4,c5,26,p2,?,surb={'id': 'eb1f6b4b-a0be-4bb9-982c-c80a59b69c51', 'route': ['p2', 'e5', 'i5', 'x1', 'p1', 'c4']}
1769446364.5687037,RECEIVED,4a7462d3-e920-47dd-8c9e-3d4c3cb600b5,b5a9465d-42da-470a-a814-5ba609313fb7,c1,c5,27,p2,?,surb={'id': 'c9080184-1b97-4985-b459-1756cf8bc0c5', 'route': ['p2', 'e5', 'i3', 'x5', 'p1', 'c1']}
1769446364.6001172,RECEIVED,02f58176-067f-4947-82f7-a1dd1d4ac944,46d6c362-1a25-46db-8629-a3051aa4f34e,c4,c5,26,p2,?,surb={'id': '91bec874-043b-43df-87d1-baba96bdebc8', 'route': ['p2', 'e8', 'i10', 'x1', 'p1', 'c4']}
1769446364.6766968,RECEIVED,374cc7fc-7c14-4da6-8fdc-fc63f1a7552e,a6c3c8fa-f82b-47a7-848d-dcf792fde76c,c1,c5,27,p2,?,surb={'id': '969633c5-9c9a-4842-8613-5e6ccd79ff3b', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769446364.730464,SENT,a95d0f8a-3e8f-4948-985d-b09e979bb703,1b6e4755-5ee7-4f34-99de-581c78a3f087,c5,c4,3360,?,p2,
1769446364.7306368,CREATED,94049beb-d970-480f-ae07-0969dc3d610f,39046379-41cc-417f-b0fb-3e6b105570ea,c5,c4,27,?,?,surb={'id': '172eef2a-f8b8-4e8c-a0d7-efcc8d3aacc4', 'route': ['p1', 'e1', 'i2', 'x4', 'p2', 'c5']}
1769446364.8353162,SENT,ecac71f2-b957-4346-8eab-5794f0486dee,23609e00-e2eb-4e29-b65b-66a1e3970f7e,c5,c4,3385,?,p2,
1769446364.8354812,CREATED,afe90965-d830-48ac-a0de-2c6c7fecd222,2350dde2-3d92-4d62-8824-6e3dfdd0dcae,c5,c4,26,?,?,surb={'id': '9352447a-86af-4ee5-a8fb-fc93e76127ce', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c5']}
1769446365.042698,RECEIVED,e644eb75-ab74-4e3d-9f40-1d5395858625,5d5293bc-66bc-4c66-b2bc-490fdaaca5df,c1,c5,27,p2,?,surb={'id': '24046f4d-3a86-474d-bda4-871d52356986', 'route': ['p2', 'e6', 'i7', 'x5', 'p1', 'c1']}
1769446365.1838856,RECEIVED,1827e4cf-8fea-459d-a6ea-453eec5c0900,c08c81a4-9742-4134-879c-05ec5d2f6437,c1,c5,27,p2,?,surb={'id': '66e1fa2d-a38e-4824-b99a-2d310fa39591', 'route': ['p2', 'e5', 'i9', 'x1', 'p1', 'c1']}
1769446365.2220728,RECEIVED,e6e82983-0264-47ac-97c2-1bfbb9d11fd4,289aaf3c-4f32-45ac-9ff5-5a10d74673f2,c4,c5,27,p2,?,surb={'id': 'f2f1a297-4666-4d06-ac0e-9bc548f35fd7', 'route': ['p2', 'e3', 'i8', 'x2', 'p1', 'c4']}
1769446365.3482373,RECEIVED,28270eaf-7255-4915-a98d-612ae18d7656,cc06e583-5ee8-4582-b1cc-10be4aa35d07,c1,c5,27,p2,?,surb={'id': '3ab62a67-623c-4c37-b3f5-d7e680405037', 'route': ['p2', 'e3', 'i10', 'x9', 'p1', 'c1']}
1769446365.3682399,RECEIVED,a2223cd8-b6fe-476e-a41b-a5e353ad35cd,e6450ea8-2c46-4cf5-83f4-54eaaa5fc087,c4,c5,27,p2,?,surb={'id': 'e9791a2a-06e5-4551-bced-53873916c058', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769446365.4008164,SENT,a011f4df-7e66-48d1-a409-8973e2d5799c,d74dd95d-2450-4180-a9aa-b9fba0918cdf,c5,c4,3360,?,p2,
1769446365.4009657,CREATED,06e60c40-6df9-4f04-b3e7-154a128da580,eebc0e27-7b07-4c8a-97fa-f3fb5b81a8b2,c5,c4,26,?,?,surb={'id': 'aaebf935-da1a-41b1-8aad-d34ff0bafe50', 'route': ['p1', 'e2', 'i6', 'x10', 'p2', 'c5']}
1769446365.502556,RECEIVED,f7fc6efe-7d5d-476e-a5af-e6f126925ab5,48566422-9bab-4282-955c-58a5880959f2,c4,c5,27,p2,?,surb={'id': '927c8d2b-4146-4911-b0e1-12739b57a623', 'route': ['p2', 'e9', 'i1', 'x9', 'p1', 'c4']}
1769446365.7353973,RECEIVED,82205f70-dfd1-4091-85c4-fd60a978235b,4e29bc83-526f-469f-a2a9-9b1e8cc588f9,c1,c5,27,p2,?,surb={'id': 'b9357953-8dca-45e2-afdf-a3d5914ecdd8', 'route': ['p2', 'e7', 'i12', 'x4', 'p1', 'c1']}
1769446365.7405615,SENT,c3ada8dc-bc12-46ad-ae43-39786df428b2,dfdd616d-338a-4a5e-8e0e-aea1e9ddabe1,c5,c4,3405,?,p2,
1769446365.7407026,CREATED,54a2e2a3-9cdf-458d-8d94-bd2c061ded7b,eaa98c30-92b4-4237-9236-b17f8b63ebbe,c5,c4,27,?,?,surb={'id': 'cebdadb9-5d15-44d2-a91f-662d8875a488', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c5']}
1769446366.209638,RECEIVED,d3dc6306-75e6-40bc-acbf-da5a18327ecf,e209a27e-1412-479d-9185-86b0804cde80,c1,c5,27,p2,?,surb={'id': 'a2ddf071-ea8b-47cf-9097-8d42042aa49e', 'route': ['p2', 'e12', 'i3', 'x12', 'p1', 'c1']}
1769446366.3306937,RECEIVED,e0a513f3-1233-4aea-9f07-d30f3fb80dfb,93a2de48-8e62-4327-b450-3c2d3a39dba9,c1,c5,27,p2,?,surb={'id': 'd401da85-184f-4da0-ba95-4d272a7dc46b', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c1']}
1769446366.5329237,SENT,7830484c-ccc7-4598-b223-3bef37604aa6,87c4cde8-7be4-4450-aa9c-315d3a5d5e2f,c5,c4,3363,?,p2,
1769446366.5330954,CREATED,992fb193-d3cb-4b5e-b810-ea2fe6f91a54,b368d5d6-054f-40f5-91cf-13b06d9e2fbd,c5,c4,27,?,?,surb={'id': 'fd2e7066-de63-44ba-aa44-f80d7ead642d', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c5']}
1769446366.5768814,RECEIVED,c9657038-be5e-49a5-8496-6f5ed05c14ae,3a7c43ab-0e79-4ec9-8110-ba20712ef6e1,c4,c5,27,p2,?,surb={'id': '4b8a7ed3-ae40-4b08-ad68-52172da5718e', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769446366.635601,RECEIVED,28c7132e-0e1b-489d-818f-55f4a348f159,7f1459d6-9209-4f6b-b1d2-76873454aa39,c4,c5,27,p2,?,surb={'id': '2356203e-1103-48a9-b93c-05e1578e42be', 'route': ['p2', 'e12', 'i10', 'x1', 'p1', 'c4']}
1769446366.6975942,RECEIVED,2ea17f93-08ee-4794-94a5-41f21edc31fd,b9137ce2-0a1f-492e-befc-e32056045fb5,c1,c5,26,p2,?,surb={'id': '589dc831-59cc-40a8-8805-d7eca8b98134', 'route': ['p2', 'e3', 'i7', 'x4', 'p1', 'c1']}
1769446366.8196578,SENT,f5d7a24a-1308-49e4-88b3-a14098c93fad,ed5f66ee-e0b6-44d5-8757-f73541a67567,c5,c4,3375,?,p2,
1769446366.8197956,CREATED,4acdcae8-0c17-49f0-b417-5e1c6f597028,79743659-f6b7-44b0-997e-ffc39ff600c7,c5,c4,27,?,?,surb={'id': '65268492-871d-4deb-8910-bc053be5084b', 'route': ['p1', 'e12', 'i5', 'x5', 'p2', 'c5']}
1769446366.8628063,SENT,c8ed66fa-f4c7-40c9-b7ba-5680d9cb093c,0e35bdb8-d249-48d6-a3a2-bd0d2f12f683,c5,c4,3379,?,p2,
